"participant","prompt","stimulus","stimulus_voice","word_pair","vowel_1","vowel_2","vs","vowel_same","v1_type","v2_type","v_types","v_types_shorthand","vm1","vm2","manipulation_matching","block","slider_response"
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p06-ic","p06","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,0.316
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p07-cc","p07","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,4,0.743
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p04-ic","p04","badpig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,4,0.772
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p05-ci","p05","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,4,0.713
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p05-ii","p05","badbid","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,4,0.651
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad fig</p>","badfig-p01-cc","p01","badfig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,4,0.675
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad tap</p>","badtap-p05-ic","p05","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,0.721
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p08-ci","p08","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,4,0.366
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>kick back</p>","kickback-p07-ii","p07","kickback","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,4,0.378
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p04-ii","p04","bigdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,4,0.689
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p05-cc","p05","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,0.591
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad dad</p>","baddad-p01-ii","p01","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,0.785
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p04-cc","p04","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,4,0.761
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big pig</p>","bigpig-p08-ic","p08","bigpig","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,4,0.664
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p05-ic","p05","bigbag","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,4,0.684
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p06-ci","p06","badpig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,4,0.81
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big kick</p>","bigkick-p01-ic","p01","bigkick","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,4,0.848
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p07-ic","p07","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,0.764
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>tag back</p>","tagback-p06-cc","p06","tagback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,0.69
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p01-ci","p01","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,4,0.991
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p08-cc","p08","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,0.351
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big pack</p>","bigpack-p06-cc","p06","bigpack","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,4,0.407
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big pig</p>","bigpig-p07-ci","p07","bigpig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,4,0.743
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p01-ci","p01","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,0.748
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p04-ci","p04","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,4,0.712
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad kick</p>","badkick-p01-ic","p01","badkick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,4,0.703
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>back kick</p>","backkick-p07-cc","p07","backkick","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,4,0.397
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p05-ci","p05","badpig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,4,0.47
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p08-ii","p08","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,0.665
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p06-ii","p06","badpig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,4,0.693
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p05-cc","p05","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,4,0.65
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big pick</p>","bigpick-p08-ii","p08","bigpick","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,4,0.73
"exp404","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p05-ii","p05","bigfig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,4,0.677
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>kick dad</p>","kickdad-p01-ic","p01","kickdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,4,1
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bag tag</p>","bagtag-p04-ic","p04","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,0.733
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>thick pig</p>","thickpig-p07-ci","p07","thickpig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,4,0.792
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p05-ci","p05","badpig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,4,0.671
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p08-ii","p08","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,0.347
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>back kick</p>","backkick-p07-ii","p07","backkick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,4,0.635
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad dad</p>","baddad-p04-ii","p04","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,0.665
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bag tag</p>","bagtag-p06-ic","p06","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,0.71
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p05-ci","p05","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,0.671
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p06-ci","p06","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,4,0.806
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>pig dig</p>","pigdig-p04-ci","p04","pigdig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,4,0.982
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p07-cc","p07","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,4,0.706
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p06-ci","p06","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,4,0.735
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad fig</p>","badfig-p08-cc","p08","badfig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,1,0.459
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big kid</p>","bigkid-p05-ii","p05","bigkid","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,1,0.682
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>back kick</p>","backkick-p05-ic","p05","backkick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,1,0.682
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p07-ii","p07","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,0.453
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad fig</p>","badfig-p04-cc","p04","badfig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,1,0.641
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>kick back</p>","kickback-p01-ii","p01","kickback","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,1,0.671
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bag tag</p>","bagtag-p06-cc","p06","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,0.677
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>kick back</p>","kickback-p05-ic","p05","kickback","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,1,0.629
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad kid</p>","badkid-p01-ci","p01","badkid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,1,0.794
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p07-ci","p07","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,1,0.629
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big pig</p>","bigpig-p05-cc","p05","bigpig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,1,0.706
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p08-ci","p08","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,1,0.653
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p07-cc","p07","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,1,0.682
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big kick</p>","bigkick-p01-ii","p01","bigkick","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,1,0.977
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p08-ic","p08","badbid","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,1,0.3
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p06-cc","p06","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,1,0.629
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p08-ci","p08","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,1,0.359
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad fig</p>","badfig-p06-ii","p06","badfig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,1,0.606
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad dad</p>","baddad-p05-cc","p05","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,0.765
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p07-ic","p07","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,0.677
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p04-ii","p04","badgig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,1,0.524
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dig big</p>","digbig-p06-ii","p06","digbig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,1,0.624
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p04-cc","p04","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,1,0.718
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bag tag</p>","bagtag-p01-cc","p01","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,0.682
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big pig</p>","bigpig-p08-ic","p08","bigpig","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,1,0.665
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bad kid</p>","badkid-p01-ic","p01","badkid","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,1,0.606
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p07-ci","p07","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,1,0.529
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bag tag</p>","bagtag-p01-ci","p01","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,1,0.671
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p04-ci","p04","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,1,0.694
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dig big</p>","digbig-p01-cc","p01","digbig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,1,0.977
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big pick</p>","bigpick-p04-ci","p04","bigpick","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,1,0.906
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>big pack</p>","bigpack-p06-ic","p06","bigpack","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,1,0.718
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dig big</p>","digbig-p08-cc","p08","digbig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,1,0.565
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>pick pack</p>","pickpack-p08-ii","p08","pickpack","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,1,0.629
"exp405","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>pick dad</p>","pickdad-p05-ii","p05","pickdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,1,0.677
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>kick dad</p>","kickdad-p05-ii","p05","kickdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,1,0.724
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p08-cc","p08","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,1,0.871
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cab back</p>","cabback-p04-ii","p04","cabback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,0.759
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dig big</p>","digbig-p06-ci","p06","digbig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,1,0.829
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>tag back</p>","tagback-p08-ii","p08","tagback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,0.8
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dig big</p>","digbig-p01-ci","p01","digbig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,1,0.712
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad tap</p>","badtap-p05-cc","p05","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,0.777
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p08-ci","p08","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,1,0.918
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>pick dad</p>","pickdad-p05-ci","p05","pickdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,1,0.965
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p07-ci","p07","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,1,0.906
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad tap</p>","badtap-p06-ic","p06","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,0.718
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p01-ci","p01","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,1,0.794
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p04-cc","p04","badpig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,1,0.7
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p05-ci","p05","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,0.835
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p08-ci","p08","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,2,0.829
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p01-ic","p01","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,0.777
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bag tag</p>","bagtag-p07-ic","p07","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,0.865
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dig big</p>","digbig-p06-ic","p06","digbig","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,2,0.853
"exp405","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>tag back</p>","tagback-p07-cc","p07","tagback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,0.871
